"account_name","clicks","datasource","date","source","call_clicks","direction_requests","impressions","account_id","google_account_id","review_count","review_average_rating","review_total_count","search_keyword"
"Better Way Land Management LLC","0","google_my_business","2025-05-01","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-01","google_my_business","0","1","1","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-05-01","google_my_business","0","1","7","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","2","google_my_business","2025-05-01","google_my_business","0","1","14","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-01","google_my_business","0","0","9","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-01","google_my_business","0","0","10","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","2","google_my_business","2025-05-01","google_my_business","0","2","43","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2025-05-01","google_my_business","0","0","26","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","0","google_my_business","2025-05-01","google_my_business","0","1","20","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-02","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-02","google_my_business","0","0","3","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-05-02","google_my_business","0","5","11","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-05-02","google_my_business","0","1","7","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-02","google_my_business","0","0","5","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-02","google_my_business","0","2","8","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","8","google_my_business","2025-05-02","google_my_business","1","0","44","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","0","google_my_business","2025-05-02","google_my_business","0","0","33","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","6","google_my_business","2025-05-02","google_my_business","1","0","21","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-03","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-03","google_my_business","0","2","1","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-05-03","google_my_business","0","0","4","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","1","google_my_business","2025-05-03","google_my_business","0","1","5","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-03","google_my_business","0","0","5","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-03","google_my_business","0","0","4","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-05-03","google_my_business","0","0","15","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","4","google_my_business","2025-05-03","google_my_business","0","0","37","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","0","google_my_business","2025-05-03","google_my_business","0","0","13","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-04","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-04","google_my_business","0","0","1","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-05-04","google_my_business","0","0","11","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","1","google_my_business","2025-05-04","google_my_business","0","0","2","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","1","google_my_business","2025-05-04","google_my_business","0","0","5","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-04","google_my_business","0","0","7","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","1","google_my_business","2025-05-04","google_my_business","1","5","31","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","2","google_my_business","2025-05-04","google_my_business","0","3","19","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","1","google_my_business","2025-05-04","google_my_business","0","0","27","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-05","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-05","google_my_business","0","4","2","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-05-05","google_my_business","0","0","4","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","2","google_my_business","2025-05-05","google_my_business","0","0","5","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-05","google_my_business","0","0","3","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-05","google_my_business","0","2","9","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","2","google_my_business","2025-05-05","google_my_business","1","3","34","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2025-05-05","google_my_business","0","0","28","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","8","google_my_business","2025-05-05","google_my_business","2","4","22","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-06","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","2","google_my_business","2025-05-06","google_my_business","0","0","2","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","1","google_my_business","2025-05-06","google_my_business","1","4","9","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","1","google_my_business","2025-05-06","google_my_business","0","1","5","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","1","google_my_business","2025-05-06","google_my_business","0","0","16","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-06","google_my_business","0","5","5","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","5","google_my_business","2025-05-06","google_my_business","0","3","28","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","0","google_my_business","2025-05-06","google_my_business","0","0","29","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","3","google_my_business","2025-05-06","google_my_business","0","0","23","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-07","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-07","google_my_business","0","0","0","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","2","google_my_business","2025-05-07","google_my_business","0","0","9","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-05-07","google_my_business","0","0","7","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","1","google_my_business","2025-05-07","google_my_business","0","0","6","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Elite Tree Service","1","google_my_business","2025-05-07","google_my_business","0","0","0","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","2","google_my_business","2025-05-07","google_my_business","1","0","24","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","3","google_my_business","2025-05-07","google_my_business","1","4","21","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","3","google_my_business","2025-05-07","google_my_business","0","3","37","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-08","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-08","google_my_business","0","0","1","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","1","google_my_business","2025-05-08","google_my_business","1","0","8","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","1","google_my_business","2025-05-08","google_my_business","1","0","3","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","1","google_my_business","2025-05-08","google_my_business","0","0","6","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Elite Tree Service","2","google_my_business","2025-05-08","google_my_business","0","4","0","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","2","google_my_business","2025-05-08","google_my_business","0","2","37","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","3","google_my_business","2025-05-08","google_my_business","1","0","21","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","6","google_my_business","2025-05-08","google_my_business","0","0","24","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-09","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-09","google_my_business","0","0","0","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","4","google_my_business","2025-05-09","google_my_business","3","0","14","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-05-09","google_my_business","0","0","7","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-09","google_my_business","0","0","6","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-09","google_my_business","0","0","3","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","2","google_my_business","2025-05-09","google_my_business","0","2","33","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2025-05-09","google_my_business","1","0","15","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","0","google_my_business","2025-05-09","google_my_business","0","0","16","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-10","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-10","google_my_business","0","0","1","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-05-10","google_my_business","0","0","10","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-05-10","google_my_business","0","0","8","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-10","google_my_business","0","0","3","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-10","google_my_business","0","0","1","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","5","google_my_business","2025-05-10","google_my_business","2","1","18","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2025-05-10","google_my_business","0","1","27","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","3","google_my_business","2025-05-10","google_my_business","0","0","23","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-11","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-11","google_my_business","0","0","3","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","5","google_my_business","2025-05-11","google_my_business","3","0","7","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-05-11","google_my_business","0","0","9","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-11","google_my_business","0","0","4","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-11","google_my_business","0","0","9","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","2","google_my_business","2025-05-11","google_my_business","2","0","31","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2025-05-11","google_my_business","0","5","20","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","2","google_my_business","2025-05-11","google_my_business","0","0","23","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-12","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-12","google_my_business","0","0","4","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","1","google_my_business","2025-05-12","google_my_business","0","0","18","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-05-12","google_my_business","0","0","11","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-12","google_my_business","0","0","7","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Elite Tree Service","1","google_my_business","2025-05-12","google_my_business","0","5","2","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","1","google_my_business","2025-05-12","google_my_business","0","1","35","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2025-05-12","google_my_business","0","0","17","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","2","google_my_business","2025-05-12","google_my_business","1","1","17","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-13","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-13","google_my_business","0","0","1","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-05-13","google_my_business","0","0","13","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","3","google_my_business","2025-05-13","google_my_business","0","0","7","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-13","google_my_business","0","0","8","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-13","google_my_business","0","0","2","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"TN Tree Preservation","4","google_my_business","2025-05-13","google_my_business","0","2","20","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"Fonville Tree Service","6","google_my_business","2025-05-13","google_my_business","1","5","31","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","3","google_my_business","2025-05-13","google_my_business","0","1","27","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-14","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-14","google_my_business","","","0","locations/7268988978786475708","accounts/108594679417284806431","0","5","47",""
"VicTree Websites, LLC","0","google_my_business","2025-05-14","google_my_business","0","0","5","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-14","google_my_business","","","0","locations/12273663697261277118","accounts/108594679417284806431","0","5","22",""
"Ranger Tree Care LLC","0","google_my_business","2025-05-14","google_my_business","0","0","15","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-05-14","google_my_business","","","0","locations/3185477627235564949","accounts/108594679417284806431","0","5","95",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","3","google_my_business","2025-05-14","google_my_business","0","0","11","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-05-14","google_my_business","","","0","locations/13211920191313033996","accounts/108594679417284806431","0","4.9","82",""
"Trees Crossing Tree Services","1","google_my_business","2025-05-14","google_my_business","1","0","8","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-14","google_my_business","","","0","locations/10356227192938789622","accounts/108594679417284806431","0","5","85",""
"Elite Tree Service","1","google_my_business","2025-05-14","google_my_business","0","5","3","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-14","google_my_business","","","0","locations/4151324753493961898","accounts/108594679417284806431","3","5","156",""
"TN Tree Preservation","4","google_my_business","2025-05-14","google_my_business","2","0","26","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"TN Tree Preservation","0","google_my_business","2025-05-14","google_my_business","","","0","locations/10495544190643686946","accounts/108594679417284806431","2","5","165",""
"Fonville Tree Service","3","google_my_business","2025-05-14","google_my_business","0","0","15","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Fonville Tree Service","0","google_my_business","2025-05-14","google_my_business","","","0","locations/17007500012128260116","accounts/108594679417284806431","0","5","115",""
"Green Bear Tree Service LLC","1","google_my_business","2025-05-14","google_my_business","0","0","31","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","0","google_my_business","2025-05-14","google_my_business","","","0","locations/2223340949376412218","accounts/108594679417284806431","4","5","197",""
"VicTree Websites, LLC","0","google_my_business","2025-05-15","google_my_business","0","0","0","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-15","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","5","google_my_business","2025-05-15","google_my_business","0","0","26","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","2","google_my_business","2025-05-15","google_my_business","0","0","12","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-15","google_my_business","0","0","11","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","4","google_my_business","2025-05-15","google_my_business","0","5","16","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-15","google_my_business","0","0","7","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","2","google_my_business","2025-05-15","google_my_business","0","2","33","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"TN Tree Preservation","6","google_my_business","2025-05-15","google_my_business","0","0","35","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-16","google_my_business","0","0","1","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-16","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","1","google_my_business","2025-05-16","google_my_business","1","0","7","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","2","google_my_business","2025-05-16","google_my_business","1","0","11","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-16","google_my_business","0","0","6","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","2","google_my_business","2025-05-16","google_my_business","0","6","23","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-16","google_my_business","0","0","14","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","2","google_my_business","2025-05-16","google_my_business","0","0","27","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"TN Tree Preservation","2","google_my_business","2025-05-16","google_my_business","2","1","30","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-17","google_my_business","0","0","1","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-17","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","2","google_my_business","2025-05-17","google_my_business","0","0","14","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","2","google_my_business","2025-05-17","google_my_business","0","0","15","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-17","google_my_business","0","0","7","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","3","google_my_business","2025-05-17","google_my_business","0","6","30","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-17","google_my_business","0","2","2","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","2","google_my_business","2025-05-17","google_my_business","2","1","19","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"TN Tree Preservation","4","google_my_business","2025-05-17","google_my_business","1","0","22","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-18","google_my_business","0","0","0","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-18","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-05-18","google_my_business","0","0","10","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","0","google_my_business","2025-05-18","google_my_business","0","0","4","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-18","google_my_business","0","0","8","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","1","google_my_business","2025-05-18","google_my_business","0","2","27","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-18","google_my_business","0","0","9","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","2","google_my_business","2025-05-18","google_my_business","0","3","21","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"TN Tree Preservation","1","google_my_business","2025-05-18","google_my_business","0","0","21","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-19","google_my_business","0","0","4","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-19","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","3","google_my_business","2025-05-19","google_my_business","3","0","20","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","3","google_my_business","2025-05-19","google_my_business","0","0","16","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-19","google_my_business","0","0","12","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","0","google_my_business","2025-05-19","google_my_business","0","0","31","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","6","google_my_business","2025-05-19","google_my_business","4","2","6","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","5","google_my_business","2025-05-19","google_my_business","0","5","25","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"TN Tree Preservation","2","google_my_business","2025-05-19","google_my_business","1","5","37","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-20","google_my_business","0","0","1","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-20","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","0","google_my_business","2025-05-20","google_my_business","0","0","14","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","4","google_my_business","2025-05-20","google_my_business","2","0","16","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","0","google_my_business","2025-05-20","google_my_business","0","0","8","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","2","google_my_business","2025-05-20","google_my_business","0","0","36","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","1","google_my_business","2025-05-20","google_my_business","1","0","7","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","3","google_my_business","2025-05-20","google_my_business","1","0","20","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"TN Tree Preservation","4","google_my_business","2025-05-20","google_my_business","0","3","22","locations/10495544190643686946","accounts/108594679417284806431","","","",""
"VicTree Websites, LLC","0","google_my_business","2025-05-21","google_my_business","0","0","4","locations/12273663697261277118","accounts/108594679417284806431","","","",""
"Better Way Land Management LLC","0","google_my_business","2025-05-21","google_my_business","0","0","0","locations/7268988978786475708","accounts/108594679417284806431","","","",""
"Ranger Tree Care LLC","1","google_my_business","2025-05-21","google_my_business","1","0","17","locations/3185477627235564949","accounts/108594679417284806431","","","",""
"McQuillin Tree Care - Tree Removal, Trimming & Stump Grinding Toledo","14","google_my_business","2025-05-21","google_my_business","6","0","11","locations/13211920191313033996","accounts/108594679417284806431","","","",""
"Trees Crossing Tree Services","2","google_my_business","2025-05-21","google_my_business","1","0","12","locations/10356227192938789622","accounts/108594679417284806431","","","",""
"Fonville Tree Service","0","google_my_business","2025-05-21","google_my_business","0","2","34","locations/17007500012128260116","accounts/108594679417284806431","","","",""
"Elite Tree Service","0","google_my_business","2025-05-21","google_my_business","0","1","11","locations/4151324753493961898","accounts/108594679417284806431","","","",""
"Green Bear Tree Service LLC","8","google_my_business","2025-05-21","google_my_business","6","1","50","locations/2223340949376412218","accounts/108594679417284806431","","","",""
"TN Tree Preservation","2","google_my_business","2025-05-21","google_my_business","1","2","28","locations/10495544190643686946","accounts/108594679417284806431","","","",""
